owner_id,name,address1,address2,address3,city,county,state,postal_code,license_type,license_number,subordinate
"300 INC.","AMF WINDFERN BOWL","14441 NW FREEWAY",,,"HOUSTON","Harris","TX","77040","MB","113437","LB,PE"
"300 INC.","MIDLAND PARK LANES","5320 LOOP 250 WEST NORTH",,,"MIDLAND","Midland","TX","79707","MB","443635","LB,PE"
"300 INC.","THE  WOODLANDS BOWL","27000 IH 45 NORTH",,,"OAK RIDGE NORTH","Montgomery","TX","77385","MB","174225","LB,PE"
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN #36302H","11390 IH 35 SOUTH",,,"SAN ANTONIO","Bexar","TX","78073","BQ","961906",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #12175J","120 S CENTRAL EXPRESSWAY",,,"RICHARDSON","Dallas","TX","75080","BF","880002",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #12301J","2911 E LEDBETTER",,,"DALLAS","Dallas","TX","75216","BQ","864399",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #17921J","2701 N 3RD STREET",,,"TEMPLE","Bell","TX","76501","BQ","931939",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #18555","2801 E PARK ROW DRIVE",,,"ARLINGTON","Tarrant","TX","76010","BQ","580117",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #19375J","800 FOREST RIDGE DRIVE",,,"BEDFORD","Tarrant","TX","76022-7257","BQ","966263",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #21445","8402 HARRY HINES BOULEVARD",,,"DALLAS","Dallas","TX","75235","BQ","113899",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #22557","1041 N TOWN EAST BOULEVARD",,,"MESQUITE","Dallas","TX","75150","BQ","780168",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #24261J","1501 N COOPER STREET",,,"ARLINGTON","Tarrant","TX","760115557","BQ","970546",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE # 24463","640 W PLESANT RUN ROAD",,,"LANCASTER","Dallas","TX","75146","BQ","769468",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #25764","10690 WALNUT HILL LANE",,,"DALLAS","Dallas","TX","75238","BQ","767674",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #26151","1410 E ILLINOIS",,,"DALLAS","Dallas","TX","75216","BQ","765706",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #26724","2105 HWY 360 NORTH SUITE B",,,"GRAND PRAIRIE","Tarrant","TX","75050","BQ","622245",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #27427J","3602 S LANCASTER ROAD",,,"DALLAS","Dallas","TX","752165629","BQ","955644",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #33120","724 HEBRON PARKWAY",,,"LEWISVILLE","Denton ","TX","75057","BQ","578596",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #34034","3300 W 7TH STREET",,,"FORT WORTH","Tarrant","TX","76107","BQ","683468",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #34085","10820 ELDORADO PARKWAY",,,"FRISCO","Collin","TX","75035","BQ","743040",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #34090","8541 W FREEWAY",,,"FORT WORTH","Tarrant","TX","76116","BQ","705912",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #34091","2026 S CHERRY LANE",,,"WHITE SETTLEMENT","Tarrant","TX","76108","BQ","691837",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #34096","6360 DAVIS BOULEVARD",,,"NORTH RICHLAND HILLS","Tarrant","TX","76180","BQ","691847",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #34099","4401 W GREEN OAKS BOULEVARD",,,"ARLINGTON","Tarrant","TX","76016","BQ","690959",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #34107","1223 MCCORMICK STREET",,,"DENTON","Denton ","TX","76201","BQ","697461",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #34255","1219 S FORT HOOD STREET",,,"KILLEEN","Bell","TX","76542","BQ","725572",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #34348","5200 N TARRANT PARKWAY",,,"FORT WORTH","Tarrant","TX","76137","BQ","772597",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #34510","7650 CAMPBELL ROAD",,,"DALLAS","Dallas","TX","75248","BQ","794878",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #34536","7950 GAYLORD PARKWAY",,,"FRISCO","Collin","TX","75034","BQ","773963",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #34556","2100 E SOUTHLAKE BOULEVARD",,,"SOUTHLAKE","Tarrant","TX","76092","BQ","762553",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #34650","1541 E UNIVERSITY DRIVE",,,"PROSPER","Collin","TX","75078","BQ","773535",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #34930","4501 PARKVIEW HILLS LANE",,,"FORT WORTH","Tarrant","TX","76179","BQ","786018",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #35027","1985 W NW HWY",,,"DALLAS","Dallas","TX","75220","BQ","783404",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #35385","1501 FM 407 WEST",,,"LEWISVILLE","Denton ","TX","75077","BQ","794869",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #35390","8100 IH 35 EAST",,,"CORINTH","Denton ","TX","76210","BQ","794882",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #35405","3716 MAPLE AVENUE",,,"DALLAS","Dallas","TX","75219","BQ","794982",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #35425","8302 ABRAMS ROAD",,,"DALLAS","Dallas","TX","75243","BQ","795100",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #35679","1112 N GREENVILLE AVENUE",,,"ALLEN","Collin","TX","75002","BQ","804002",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #35727","3000 N AW GRIMES BOULEVARD",,,"ROUND ROCK","Williamson","TX","78665","BQ","810331",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #35790","4110 S 31ST STREET",,,"TEMPLE","Bell","TX","76502","BQ","809554",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #35796","2420 WESTPORT PARKWAY",,,"HASLET","Tarrant","TX","76177","BQ","809998",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #35797","8882 W ADAMS AVENUE",,,"TEMPLE","Bell","TX","765023055","BQ","809556",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #35801","9704 GILES ROAD",,,"AUSTIN","Travis","TX","78754","BQ","809132",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #35808","863 AIRPORT BOULEVARD",,,"AUSTIN","Travis","TX","78702","BQ","809147",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #35855","2524 LA SALLE AVENUE",,,"WACO","McLennan","TX","767063930","BQ","817097",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #35867H","930 E 15TH STREET SUITE 100",,,"PLANO","Collin","TX","750740188","BQ","958214",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #35981","10811 WEBB CHAPEL ROAD",,,"DALLAS","Dallas","TX","75229-3737","BQ","835309",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #35983","755 CUSTER ROAD",,,"ALLEN","Collin","TX","75013-3106","BQ","833741",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #36105","4511 IH 35 NORTH",,,"LACY LAKEVIEW","McLennan","TX","76705","BQ","835577",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #36483","1605 W N CARRIER PARKWAY",,,"GRAND PRAIRIE","Tarrant","TX","75050","BQ","843172",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #36505H","1800 HWY 35S SUITE A",,,"PORT LAVACA","Calhoun","TX","77979","BQ","867567",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #36515H","5906 N NAVARRO",,,"VICTORIA","Victoria","TX","77904","BQ","878338",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE 36890","201 W COMMERCE ST SUITE 101",,,"SAN ANTONIO","Bexar","TX","78205","BQ","849102",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #36949","5101 AIRPORT FREEWAY",,,"HALTOM CITY","Tarrant","TX","76117","BQ","845992",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #36986","2330 GUADALUPE STREET",,,"AUSTIN","Travis","TX","78705","BQ","858277",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #36999","823 CONGRESS AVENUE SUITE 100",,,"AUSTIN","Travis","TX","78701","BQ","858271",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #37126H","3200 HACKBERRY ROAD",,,"IRVING","Dallas","TX","75063","BQ","931961",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #37179H","100 S NEW ROAD",,,"WACO","McLennan","TX","76710","BQ","910179",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #37183H","909 W HILDEBRAND AVENUE",,,"SAN ANTONIO","Bexar","TX","782014607","BQ","898912",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #37205H","4456 HERITAGE TRACE PARKWAY",,,"FORT WORTH","Tarrant","TX","76244","BQ","955207",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #37218H","1618 N ZARZAMORA",,,"SAN ANTONIO","Bexar","TX","78201","BQ","908318",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #37247H","3155 SW MILITARY DRIVE",,,"SAN ANTONIO","Bexar","TX","78224","BQ","936625",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #37332H","8309 BANDERA ROAD",,,"SAN ANTONIO","Bexar","TX","78250","BQ","937896",
"7-ELEVEN BEVERAGE COMPANY INC.","7-ELEVEN CONVENIENCE STORE #37751H","5738 BABCOCK ROAD SUITE 102",,,"SAN ANTONIO","Bexar","TX","78240","BQ","969845",
"7-ELEVEN BEVERAGE COMPANY INC.","TETCO #213","467 W CAMERON AVENUE",,,"ROCKDALE","Milam","TX","76567","BQ","823288",
"7-ELEVEN BEVERAGE COMPANY INC.","TETCO #309","19849 SOMERSET ROAD",,,"SOMERSET","Bexar","TX","78069","BQ","823230",
"7-ELEVEN BEVERAGE COMPANY INC.","TETCO #460","6116 LAKEWORTH BOULEVARD",,,"LAKE WORTH","Tarrant","TX","76135-3703","BQ","823621",
"7-ELEVEN BEVERAGE COMPANY INC.","TETCO #632","4210 N JOSEY LANE",,,"CARROLLTON","Denton ","TX","75010","BQ","823512",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN #39185","3601 W FREEWAY",,,"FORT WORTH","Tarrant","TX","76107","BQ","735563",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENICENCE STORE #1601-26342","101 W GLADE ROAD",,,"EULESS","Tarrant","TX","76039","BQ","722255",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENICENCE STORE #27367","4901 LITTLE ROAD",,,"ARLINGTON","Tarrant","TX","76017","BQ","717774",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENICENCE STORE #27575","3300 WESTERN CENTER BOULEVARD",,,"FORT WORTH","Tarrant","TX","76137","BQ","713004",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENICENCE STORE #34044","3801 E BROAD STREET",,,"MANSFIELD","Tarrant","TX","76063","BQ","716028",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE","11518 RR 620 NORTH",,,"AUSTIN","Travis","TX","78726","BQ","674218",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #12132B","2129 ABRAMS ROAD",,,"DALLAS","Dallas","TX","75214-3919","BQ","927614",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #12137","3702 GREENVILLE AVENUE",,,"DALLAS","Dallas","TX","75206","BQ","749150",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #12179","2802 N FITZHUGH AVENUE",,,"DALLAS","Dallas","TX","75205","BQ","714352",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7- ELEVEN CONVENIENCE STORE #12189C","3601 E 14TH STREET",,,"PLANO","Collin","TX","75074-7129","BQ","859552",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #12200","2529 OAK LAWN AVE",,,"DALLAS","Dallas","TX","75219","BQ","696641",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE # 12202","4438 LEMMON AVENUE",,,"DALLAS","Dallas","TX","75219","BQ","712320",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #12205","5123 W LOVERS LANE",,,"DALLAS","Dallas","TX","75209","BQ","692655",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #12214","13608 PRESTON ROAD",,,"DALLAS","Dallas","TX","752404708","BQ","765615",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #12475","2536 E LANCASTER",,,"FORT WORTH","Tarrant","TX","76103","BQ","719366",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #12529","4301 CAMP BOWIE BOULEVARD",,,"FORT WORTH","Tarrant","TX","76107","BQ","745596",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #12550","2945 W BERRY STREET",,,"FORT WORTH","Tarrant","TX","76109","BQ","692658",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #12702","1747 E OLTORF",,,"AUSTIN","Travis","TX","78741","BQ","781495",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #12705","408 W 15TH STREET",,,"AUSTIN","Travis","TX","78701","BQ","710338",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #1603-24864A","4315 W ADAMS AVENUE",,,"TEMPLE","Bell","TX","76504","BQ","745743",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #16559","102 KAUFMAN ROAD",,,"ROCKWALL","Rockwall","TX","75087","BQ","691257",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #16996A","2600 GUADALUPE STREET",,,"AUSTIN","Travis","TX","78705","BQ","673380",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #17433","8440 PARK LANE",,,"DALLAS","Dallas","TX","75231","BQ","741830",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #17529B","1000 SOUTH W S YOUNG DRIVE",,,"KILLEEN","Bell","TX","76543-4805","BQ","967055",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #17718","4104 GASTON AVENUE",,,"DALLAS","Dallas","TX","75246","BQ","741427",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #18450","501 N 1ST STREET",,,"COPPERAS COVE","Coryell","TX","76522","BQ","733568",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #18717","2223 S BECKLEY AVENUE",,,"DALLAS","Dallas","TX","75224-2213","BQ","790547",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #18746C","1622 HEMPHILL STREET",,,"FORT WORTH","Tarrant","TX","76104-4707","BQ","965520",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #18765","111 N CARROLL AVENUE",,,"DALLAS","Dallas","TX","75226","BQ","741962",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #19091","100 E SHADY GROVE ROAD",,,"IRVING","Dallas","TX","75060","BQ","714164",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #19097","1705 S LAKESHORE BOULEVARD",,,"AUSTIN","Travis","TX","78741","BQ","699482",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #19358","14400 MARSH LANE",,,"ADDISON","Dallas","TX","75001-5557","BQ","798934",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #19713","301 SHORT STREET",,,"SMITHVILLE","Bastrop","TX","78957","BQ","689815",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #20767B","2417 JUPITER ROAD",,,"PLANO","Collin","TX","75074-4903","BQ","915700",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #20769A","10340 FOREST LANE",,,"DALLAS","Dallas","TX","75243-5125","BQ","874861",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #20947","4901 GUS THOMASSON ROAD",,,"MESQUITE","Dallas","TX","75150-1061","BQ","780378",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #21104","11441 SHILOH ROAD",,,"DALLAS","Dallas","TX","75228-2150","BQ","790940",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #21135","1814 N WS YOUNG DRIVE",,,"KILLEEN","Bell","TX","76541","BQ","739696",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #21261","230 W PIONEER PARKWAY",,,"GRAND PRAIRIE","Dallas","TX","75052","BQ","748542",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #21287","1602 N PLANO ROAD",,,"RICHARDSON","Dallas","TX","75081","BQ","689377",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #21359","600 MCNEIL ROAD",,,"ROUND ROCK","Williamson","TX","78681","BQ","741630",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #21446C","510 N NURSERY ROAD",,,"IRVING","Dallas","TX","75061-7734","BQ","905177",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #21495","1415 W OAK",,,"DENTON","Denton ","TX","76201","BQ","744474",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #21764","2990 LOMBARDY LANE SUITE 101",,,"DALLAS","Dallas","TX","75220","BQ","678940",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #21884","917 N LAMAR BOULEVARD",,,"AUSTIN","Travis","TX","78703","BQ","729693",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #22009B","5406 HARRY HINES BOULEVARD",,,"DALLAS","Dallas","TX","75235-7211","BQ","953946",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #22245","2103 S CONGRESS",,,"AUSTIN","Travis","TX","78704","BQ","701487",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #22387A","1216 W AVE H",,,"TEMPLE","Bell","TX","765045343","BQ","969389",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #22598","14300 MONTFORT DRIVE",,,"DALLAS","Dallas","TX","752548406","BQ","765834",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #22654A","3321 WALNUT HILL LANE",,,"IRVING","Dallas","TX","75038-5007","BQ","914461",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #22889A","10998 HARRY HINES BOULEVARD",,,"DALLAS","Dallas","TX","75220","BQ","694995",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #22890","2986 WALNUT HILL LN",,,"DALLAS","Dallas","TX","75229","BQ","695812",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #22904","1500 N HAMPTON ROAD",,,"DESOTO","Dallas","TX","75115","BQ","815312",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #22948","5403 ARAPAHO ROAD #101",,,"DALLAS","Dallas","TX","752483481","BQ","767090",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #23379B","7037 LAKE JUNE ROAD",,,"DALLAS","Dallas","TX","752171327","BQ","944233",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #23621A","2820 S LAMAR BOULEVARD",,,"AUSTIN","Travis","TX","78704","BQ","690308",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #23638","1629 W UNIVERSITY DRIVE",,,"DENTON","Denton ","TX","76201","BQ","768371",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #23864","1302 W MAIN STREET",,,"LEWISVILLE","Denton ","TX","75067","BQ","706669",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #23989","11803 PRESTON ROAD",,,"DALLAS","Dallas","TX","752302708","BQ","764652",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #24008","5101 N LAMAR BOULEVARD",,,"AUSTIN","Travis","TX","78751","BQ","699380",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #24039A","615 S MAIN STREET",,,"DUNCANVILLE","Dallas","TX","75221-4713","BQ","962668",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #24382A","8521 W CAMP BOWIE BOULEVARD",,,"FORT WORTH","Tarrant","TX","76116-6204","BQ","963503",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #24397","5901 BURNET ROAD",,,"AUSTIN","Travis","TX","78757","BQ","811799",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #24415","10468 GARLAND ROAD",,,"DALLAS","Dallas","TX","752182925","BQ","767098",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #24466","10100 BRUTON ROAD",,,"DALLAS","Dallas","TX","75217-2890","BQ","815745",
"7-ELEVEN BEVERAGE COMPANY INC. (ET AL)","7-ELEVEN CONVENIENCE STORE #24584","4201 TRAVIS STREET",,,"DALLAS","Dallas","TX","75205","BQ","709765",
